MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,SaleType,SaleCondition,SalePrice
5,1,0.03190072214821566,1,3,3,4,0,21,2,0,5,7,5,1,3,0.0625,2,4,2,2,3,3,0.17872340425531916,0,1,4,0.2290881688018086,1,0,2,0,2,1,2,6,0,1,0,0.30888575458392104,4,4,2,0.0,0.3071297989031079,0.0,0.0,0.0,9,8,4,241000
11,3,0.06386220757671363,1,1,3,4,0,24,2,4,2,8,5,1,2,0.0,2,4,2,2,3,3,0.20621931260229134,0,1,4,0.1797287113790505,1,0,1,1,1,1,0,6,2,1,0,0.3526093088857546,4,4,2,0.14002333722287047,0.054844606946983544,0.0,0.0,0.4666666666666667,11,8,4,245500
0,3,0.0349014933744654,1,0,3,4,0,5,2,0,2,7,5,1,2,0.0,2,4,2,2,3,0,0.21440261865793783,0,1,4,0.1838733986435569,0,0,2,0,3,1,2,6,1,1,0,0.2820874471086037,4,4,2,0.0,0.0,0.0,0.0,0.0,6,6,5,164990
1,3,0.04159947650096987,1,3,3,4,0,19,2,0,2,5,8,1,2,0.0,3,4,2,3,3,3,0.10998363338788872,0,1,4,0.06367746797287113,0,0,1,0,2,1,3,6,0,5,2,0.1692524682651622,4,4,0,0.19603267211201866,0.0,0.0,0.0,0.0,7,8,4,108000
5,3,0.0504335226343219,1,3,3,0,0,15,2,0,5,8,5,3,1,0.40625,2,4,2,2,3,3,0.1867430441898527,2,1,4,0.363413715146948,0,0,2,1,4,1,2,6,1,3,0,0.29619181946403383,4,4,2,0.16802800466744455,0.22486288848263253,0.0,0.0,0.0,6,8,0,258000
5,3,0.0423660286522237,1,0,3,4,0,8,2,0,5,6,5,1,2,0.0,3,4,2,2,3,3,0.1319148936170213,2,1,4,0.233232856066315,0,0,2,1,3,1,3,6,1,3,0,0.2630465444287729,4,4,2,0.0,0.07312614259597806,0.0,0.0,0.0,4,8,4,168000
0,3,0.04062258991796957,1,0,3,0,0,19,1,0,2,4,4,1,2,0.0,3,4,1,3,3,3,0.20965630114566286,0,1,4,0.24227581009796534,1,0,2,0,3,1,3,2,1,1,2,0.3455571227080395,4,4,2,0.14002333722287047,0.1425959780621572,0.0,0.0,0.0,5,8,4,150000
4,3,0.04290822407628129,1,3,3,4,0,18,2,0,0,6,5,1,2,0.0,3,4,0,3,3,3,0.17414075286415714,0,1,0,0.2458553127354936,0,0,1,0,3,1,3,1,0,5,2,0.1692524682651622,4,4,2,0.0,0.0,0.0,0.0,0.0,2,8,4,115000
6,3,0.06672742994694897,1,3,3,4,0,6,2,0,5,6,7,1,2,0.0,3,4,0,2,3,3,0.1374795417348609,0,1,4,0.25357950263752826,0,0,2,0,4,1,3,6,0,1,2,0.21720733427362482,4,4,2,0.0,0.0,0.2898550724637681,0.0,0.0,2,8,4,177000
5,3,0.06008086190376031,1,3,3,0,0,16,2,0,5,7,5,1,1,0.21875,2,4,2,0,1,3,0.1739770867430442,0,1,4,0.34626978146194426,0,0,2,1,3,1,2,6,1,1,1,0.6678420310296191,4,4,2,0.22403733955659275,0.113345521023766,0.0,0.0,0.0,7,6,5,280000
5,1,0.0444039355909229,1,3,3,4,0,21,2,0,5,8,5,1,3,0.0625,2,4,2,0,3,3,0.16923076923076924,0,1,4,0.3285606631499623,1,0,2,1,3,1,0,6,1,1,0,0.5895627644569816,4,4,2,0.0,0.18647166361974407,0.0,0.0,0.0,3,6,5,339750
0,3,0.03865946855500245,1,3,3,4,0,7,2,0,2,5,3,1,2,0.0,3,1,1,3,0,3,0.20883797054009823,4,1,0,0.1774679728711379,0,0,1,0,3,1,3,4,0,1,2,0.2468265162200282,4,4,2,0.0,0.0,0.0,0.0,0.0,5,0,0,60000
14,3,0.15588118441655566,1,3,0,4,0,8,2,1,2,5,5,3,2,0.0,3,4,1,3,3,2,0.1728314238952537,4,0,4,0.13602110022607386,1,0,1,0,3,1,3,6,0,1,0,0.4033850493653032,4,4,2,0.308051341890315,0.0,0.0,0.0,0.0,0,8,4,145000
0,1,0.014503727593540395,1,1,3,4,0,21,2,0,2,7,5,1,3,0.27,0,4,2,0,3,0,0.24058919803600656,0,1,4,0.2155237377543331,1,0,2,1,2,1,2,6,1,1,0,0.3413258110014104,4,4,2,0.0,0.263254113345521,0.0,0.0,0.0,5,6,5,222000
1,4,0.03580359438173362,1,3,3,4,0,17,0,0,2,5,6,1,2,0.0,3,4,1,3,3,3,0.16497545008183306,2,1,0,0.13074604370761114,0,0,1,0,2,1,3,6,1,5,2,0.2538787023977433,4,4,2,0.0,0.0,0.23550724637681159,0.0,0.0,2,8,4,115000
5,3,0.04640444974175606,1,1,3,1,0,20,2,0,5,7,5,1,2,0.0,2,4,2,2,3,3,0.176759410801964,0,1,4,0.33214016578749056,0,1,2,1,3,1,2,6,1,1,2,0.4781382228490832,4,4,2,0.22870478413068843,0.34186471663619744,0.0,0.0,0.0,11,8,4,228000
0,3,0.035518474374255066,1,0,3,4,0,8,2,0,2,7,5,1,2,0.0,2,4,2,2,3,0,0.2193126022913257,0,1,4,0.18952524491333833,0,0,2,0,3,1,2,6,0,1,0,0.27926657263751764,4,4,2,0.11668611435239205,0.054844606946983544,0.0,0.0,0.0,7,6,5,181134
5,3,0.030587300474420993,1,3,3,4,0,19,2,0,5,6,7,3,1,0.12687500000000002,3,4,1,3,3,3,0.10998363338788872,4,1,4,0.20082893745290126,0,0,1,1,3,1,3,6,1,1,0,0.31029619181946405,4,4,2,0.0,0.0,0.0,0.0,0.0,2,8,4,149500
6,3,0.0987169599663465,1,0,3,4,0,6,1,0,5,6,6,3,2,0.0,3,4,0,2,3,3,0.2242225859247136,4,0,0,0.43142426525998495,1,0,2,1,4,1,3,6,1,5,2,0.6093088857545839,4,4,0,0.0,0.0,0.0,0.0,0.0,10,8,4,239000
4,3,0.03206431559512959,1,3,3,4,0,7,2,0,0,5,6,1,2,0.0,3,4,0,3,3,3,0.12373158756137481,1,0,1,0.15071590052750566,1,0,1,1,3,1,3,6,0,5,2,0.1692524682651622,4,4,1,0.0,0.0,0.0,0.0,0.0,3,8,1,126000
0,3,0.03341980415527355,1,3,3,4,0,12,2,0,2,5,6,1,2,0.0,3,4,1,3,3,3,0.1728314238952537,0,1,4,0.13602110022607386,1,0,1,0,3,1,3,6,1,1,2,0.2143864598025388,4,4,2,0.0,0.15539305301645337,0.3333333333333333,0.0,0.0,6,8,4,142000
10,4,0.026922807263549044,1,3,3,4,0,11,2,2,6,7,5,1,1,0.125,3,2,2,2,1,1,0.21996726677577744,0,1,4,0.19027882441597588,2,0,2,0,2,2,3,6,0,1,0,0.5528913963328632,4,4,2,0.0,0.0,0.0,0.0,0.0,10,8,2,206300
0,3,0.07167730024071606,1,0,3,2,0,14,2,0,2,6,7,1,3,0.07875,2,4,1,2,3,3,0.2621931260229133,2,1,4,0.23888470233609643,0,1,2,0,3,1,2,6,1,1,0,0.3730606488011283,4,4,2,0.28004667444574094,0.0,0.0,0.0,0.0,5,8,4,215000
0,3,0.09558531398256562,1,3,1,4,1,11,0,0,2,5,5,3,2,0.0,3,4,1,3,3,3,0.16170212765957448,0,1,0,0.12321024868123587,0,0,1,0,2,1,3,6,0,1,1,0.36671368124118475,4,4,0,0.0,0.0,0.0,0.0,0.0,1,8,4,113000
5,3,0.03692537801771483,1,3,3,4,0,15,2,0,5,8,5,1,1,0.295625,2,4,2,2,3,3,0.24058919803600656,2,1,4,0.4325546345139412,1,0,2,1,4,1,2,6,1,1,0,0.4908321579689704,4,4,2,0.0,0.1206581352833638,0.0,0.0,0.0,5,8,4,315000
0,3,0.03599055832106382,1,3,3,4,0,12,2,0,2,6,5,1,1,0.04625,3,4,1,2,3,3,0.19574468085106383,2,1,0,0.16239638281838734,1,0,1,0,2,1,3,6,1,1,1,0.20944992947813823,4,4,2,0.0,0.08043875685557587,0.0,0.0,0.0,4,8,4,139000
5,4,0.009712776648203976,1,3,1,4,0,17,2,0,5,7,8,1,2,0.0,3,2,1,3,3,3,0.10654664484451719,2,1,4,0.1987565938206481,0,0,1,1,3,1,3,6,2,5,2,0.1692524682651622,4,4,1,0.0,0.0,0.2282608695652174,0.0,0.0,8,8,4,135000
8,3,0.05375213255743298,1,3,2,4,1,20,2,0,7,7,5,1,1,0.090625,2,4,2,2,3,1,0.2484451718494272,2,1,4,0.2467972871137905,1,1,2,0,2,1,2,6,1,1,0,0.4012693935119887,4,4,2,0.09334889148191364,0.0,0.0,0.0,0.825,7,8,4,275000
0,3,0.034088200238379024,1,0,3,4,0,12,2,0,2,4,6,3,2,0.0,3,4,1,3,3,3,0.14844517184942718,0,1,4,0.10795026375282593,0,0,1,0,3,1,3,6,0,5,2,0.24823695345557123,4,4,2,0.0,0.0,0.0,0.0,0.0,6,8,4,109008
0,3,0.025529925915539042,1,3,3,4,0,5,2,0,2,7,5,1,1,0.0675,2,4,2,2,3,3,0.197708674304419,0,1,4,0.16465712132629992,1,0,2,0,2,1,2,6,0,1,1,0.44287729196050774,4,4,2,0.12252042007001165,0.09872029250457039,0.0,0.0,0.0,8,6,5,195400
0,3,0.04747481829442146,1,0,3,0,0,23,2,0,2,6,5,1,2,0.0,3,4,1,2,3,2,0.22782324058919806,4,1,4,0.20308967596081384,1,0,2,0,3,1,2,6,1,1,2,0.40620592383638926,4,4,2,0.0,0.0,0.3061594202898551,0.0,0.0,2,8,4,175000
12,4,0.001776157423636916,1,3,3,4,0,2,2,3,5,6,5,1,1,0.145,3,4,1,3,3,3,0.07905073649754502,4,1,4,0.12302185380557648,0,0,1,1,2,1,3,6,0,5,2,0.1861777150916784,4,4,2,0.0,0.0,0.0,0.0,0.0,6,0,0,85400
4,4,0.02003318609923111,1,0,0,4,0,17,1,0,0,6,7,1,2,0.0,3,4,0,3,3,3,0.1474631751227496,2,1,4,0.1627731725697061,0,0,1,0,4,1,3,6,0,6,3,0.0,5,5,0,0.0,0.17915904936014626,0.0,0.0,0.0,8,3,0,79900
12,4,0.0028979410596181258,1,3,3,4,0,2,2,4,5,5,5,1,1,0.23500000000000001,3,4,1,3,3,3,0.12520458265139117,0,1,4,0.19423511680482292,1,0,1,1,2,1,3,2,0,5,2,0.31029619181946405,4,4,2,0.28004667444574094,0.06581352833638025,0.0,0.0,0.0,7,8,4,122500
5,3,0.04458622543176984,1,0,3,0,0,8,2,0,5,6,5,1,2,0.0,3,4,2,2,3,3,0.15155482815057283,0,1,4,0.2392614920874152,0,0,2,1,3,1,3,6,1,1,0,0.3314527503526093,4,4,2,0.0,0.06581352833638025,0.0,0.0,0.0,6,8,4,181000
13,4,0.002757718105120474,1,3,3,4,0,10,2,3,6,4,7,1,2,0.0,3,2,1,2,3,0,0.10310965630114567,2,1,4,0.055764883195177084,1,0,1,0,1,1,3,6,0,6,3,0.0,5,5,2,0.10268378063010501,0.0,0.0,0.0,0.0,5,8,4,81000
5,3,0.043782280492649976,1,1,3,1,0,5,4,0,5,7,6,1,2,0.0,2,4,2,2,3,0,0.13076923076923078,0,1,4,0.25,1,0,2,1,3,1,2,6,1,1,1,0.38787023977433005,4,4,2,0.18436406067677943,0.11151736745886655,0.0,0.0,0.0,3,5,4,212000
4,4,0.01448970529809063,1,3,3,4,0,17,2,0,0,6,8,1,2,0.0,3,4,0,1,3,3,0.1060556464811784,4,1,0,0.14770158251695553,0,0,1,0,2,1,3,6,0,5,2,0.31029619181946405,4,4,2,0.0,0.0,0.0,0.0,0.0,9,8,4,116000
3,4,0.0219682628712987,1,3,3,4,0,3,2,0,1,6,7,1,2,0.0,2,4,2,3,3,3,0.1446808510638298,2,1,4,0.10738507912584777,0,0,1,0,2,1,3,6,0,5,2,0.12693935119887165,4,4,2,0.0,0.0,0.19021739130434784,0.0,0.0,0,8,4,119000
1,3,0.013928813480100024,1,3,3,4,0,6,2,0,2,5,6,1,2,0.0,3,4,2,3,3,3,0.07201309328968904,4,0,4,0.06782215523737753,0,0,1,0,2,1,2,6,1,5,2,0.24823695345557123,2,4,1,0.0,0.0,0.06159420289855073,0.0,0.0,2,8,4,90350
4,3,0.05166748463390124,1,3,3,0,0,7,2,0,0,6,8,1,2,0.0,3,4,0,3,0,2,0.11194762684124387,2,1,4,0.16239638281838734,0,0,1,0,3,1,2,6,0,5,2,0.3723554301833568,4,4,2,0.0,0.08409506398537477,0.0,0.0,0.0,7,4,4,110000
0,3,0.066049685666877,1,3,3,4,0,16,2,0,2,10,5,3,3,0.125,0,4,2,0,3,1,0.5063829787234043,0,1,4,0.3896006028636021,1,0,2,0,2,1,0,6,2,1,0,0.47390691114245415,4,4,2,0.0,0.1316270566727605,0.0,0.0,0.3541666666666667,3,8,4,555000
10,3,0.050517656407020495,1,3,3,4,0,7,2,2,2,4,4,1,1,0.16875,3,4,1,3,3,3,0.2356792144026187,4,0,1,0.20836473247927656,0,0,2,0,4,2,1,6,0,6,3,0.0,5,5,2,0.0,0.0,0.0,0.0,0.0,8,8,4,118000
4,4,0.02309004650727991,1,3,3,4,0,3,2,0,0,5,7,1,2,0.0,3,4,2,3,3,3,0.17643207855973814,4,1,4,0.23342125094197436,0,0,2,0,3,1,3,6,1,5,2,0.2538787023977433,4,4,1,0.0,0.0,0.0,0.0,0.0,5,8,4,162900
11,3,0.01225548622309472,1,3,3,4,0,0,2,4,2,7,5,1,1,0.045,2,4,2,0,3,0,0.20589198036006548,0,1,4,0.17407686510926904,0,0,2,0,2,1,2,6,1,1,0,0.45698166431593795,4,4,2,0.16802800466744455,0.029250457038391225,0.0,0.0,0.0,5,6,5,172500
5,3,0.03482203370025006,1,3,3,4,0,5,2,0,5,7,5,1,2,0.0,2,2,2,2,3,3,0.1497545008183306,0,1,4,0.2965335342878674,1,0,2,1,4,1,2,6,1,1,2,0.34767277856135403,4,4,2,0.16802800466744455,0.24314442413162707,0.0,0.0,0.0,6,8,4,210000
0,3,0.03998691252424688,1,3,3,0,0,7,2,0,2,6,5,3,2,0.0,3,4,1,3,3,3,0.23502454991816696,1,1,4,0.2552750565184627,0,0,1,0,3,1,3,6,1,1,2,0.3385049365303244,4,4,2,0.0,0.0,0.0,0.0,0.0,10,0,4,127500
0,3,0.0710089041576106,1,0,3,0,0,12,3,0,2,6,6,1,2,0.0,2,4,1,3,3,3,0.24828150572831426,0,1,4,0.2927656367746797,0,0,2,1,2,1,2,4,1,1,0,0.4076163610719323,4,4,2,0.0,0.0,0.0,0.0,0.0,5,8,4,190000
5,3,0.046339012362990484,1,0,3,0,0,8,2,0,5,7,5,1,2,0.0,2,4,2,2,3,3,0.15220949263502456,2,1,4,0.292388847023361,0,0,2,1,4,1,2,6,1,1,0,0.3039492242595204,4,4,2,0.10385064177362893,0.0,0.0,0.0,0.0,6,8,4,199900
4,4,0.034120918927761805,1,3,0,4,0,9,2,0,0,6,6,1,2,0.0,3,4,0,3,3,3,0.12765957446808512,4,1,4,0.1963074604370761,0,0,2,0,3,1,3,6,1,5,2,0.13963328631875882,4,4,0,0.0,0.0,0.0,0.0,0.0,5,8,4,119500
4,4,0.0219682628712987,1,3,3,4,0,17,2,0,0,3,7,1,2,0.0,3,2,1,3,3,3,0.10621931260229134,0,1,4,0.15994724943481536,0,0,1,1,2,1,3,6,0,5,2,0.21720733427362482,4,4,2,0.0,0.3217550274223035,0.0,0.0,0.0,5,8,4,120000
1,4,0.020491247750590105,1,3,3,4,0,17,2,0,2,6,8,3,2,0.0,3,4,0,3,3,3,0.1330605564648118,0,1,0,0.090241145440844,0,0,1,0,2,1,2,6,0,5,2,0.19040902679830748,1,1,0,0.0,0.20658135283363802,0.0,0.0,0.0,5,8,4,110000
0,3,0.3246675547453785,1,0,2,4,1,4,2,0,2,7,5,1,2,0.0,3,4,1,2,3,1,0.2509001636661211,4,1,4,0.2258854559155991,1,0,2,0,2,1,2,6,2,1,2,0.40620592383638926,4,4,2,0.2333722287047841,0.09872029250457039,0.0,0.0,0.0,11,8,4,280000
5,3,0.0374068101614901,1,0,3,0,0,23,2,0,5,6,5,3,1,0.02625,2,4,2,0,3,3,0.14271685761047465,0,1,4,0.2678975131876413,1,0,2,1,3,1,3,6,0,1,0,0.29760225669957685,4,4,2,0.16802800466744455,0.2230347349177331,0.0,0.0,0.0,6,8,4,204000
5,1,0.03599055832106382,1,3,3,4,0,21,2,0,5,8,5,1,2,0.0,2,4,2,2,3,3,0.12569558101472997,0,1,4,0.23662396382818385,0,0,2,1,3,1,2,6,0,1,1,0.4767277856135402,4,4,2,0.0,0.054844606946983544,0.0,0.0,0.0,5,8,4,210000
10,3,0.03737876557059057,1,3,3,4,0,11,2,2,2,5,5,1,2,0.0,3,4,1,3,3,3,0.28281505728314243,4,1,4,0.2626224566691786,2,0,2,0,4,2,3,6,0,5,2,0.39492242595204513,4,4,2,0.0,0.0,0.0,0.0,0.0,6,8,3,188000
0,3,0.03879501741101685,1,3,3,4,0,14,2,0,2,7,6,3,1,0.2,3,4,1,3,3,3,0.2032733224222586,1,1,4,0.1710625470987189,0,0,1,1,3,1,3,6,1,1,2,0.3723554301833568,4,4,2,0.0,0.0,0.0,0.0,0.0,8,8,4,175500
6,4,0.01528897613872724,1,3,3,4,0,17,2,0,5,5,5,1,2,0.0,3,4,0,3,3,3,0.1021276595744681,1,0,4,0.19027882441597588,0,0,1,0,4,1,3,6,0,5,2,0.3617771509167842,1,1,2,0.0,0.0,0.17391304347826086,0.0,0.0,4,0,0,98000
0,3,0.24271191193998456,1,0,2,1,1,4,2,0,2,4,6,0,2,0.0,3,4,1,2,3,1,0.22324058919803602,0,1,4,0.2503767897513188,1,0,1,0,2,1,2,2,2,1,0,0.3730606488011283,4,4,2,0.2613768961493582,0.25045703839122485,0.0,0.0,0.0,2,8,4,256000
6,4,0.01776157423636916,1,3,3,4,0,17,2,0,5,8,7,3,2,0.0,3,2,2,3,3,3,0.09623567921440263,1,1,4,0.2509419743782969,0,0,1,0,3,1,2,6,1,5,2,0.1607898448519041,4,4,2,0.22403733955659275,0.11517367458866545,0.0,0.0,0.0,5,8,4,161000
4,3,0.026712472831802565,1,0,0,0,0,3,2,0,0,5,4,1,0,0.100625,3,4,1,3,3,3,0.11603927986906712,4,1,4,0.16371514694800302,1,0,1,0,3,1,2,6,1,5,2,0.24823695345557123,4,4,2,0.0,0.0,0.4492753623188406,0.0,0.0,6,8,4,110000
5,1,0.0313351562317418,1,0,3,4,0,21,6,0,5,8,5,1,3,0.06875,2,4,2,2,3,3,0.13617021276595745,0,1,4,0.3016201959306707,1,0,2,1,3,1,3,6,0,3,0,0.38928067700987307,4,4,2,0.0,0.2742230347349177,0.0,0.0,0.0,11,6,5,263435
6,3,0.027577181051204748,1,3,3,4,0,18,1,0,5,7,9,1,2,0.0,2,2,2,2,1,3,0.0916530278232406,0,1,4,0.15090429540316502,1,0,1,0,3,1,2,6,0,5,1,0.40620592383638926,4,4,2,0.29871645274212366,0.0,0.0,0.0,0.0,3,8,4,155000
0,3,0.03262988151160345,1,0,3,4,0,19,2,0,2,5,5,1,2,0.0,3,4,1,3,3,3,0.14140752864157122,2,1,4,0.0998492840994725,0,0,1,0,3,1,3,6,1,5,2,0.2538787023977433,4,4,2,0.0,0.0,0.427536231884058,0.0,0.0,11,8,4,62383
6,3,0.04995676458902989,1,0,1,4,1,6,2,0,5,6,7,3,2,0.0,3,4,1,3,3,3,0.1170212765957447,1,1,0,0.24981160512434064,0,0,1,1,3,1,3,6,1,5,2,0.1692524682651622,4,4,2,0.0,0.0,0.0,0.0,0.0,7,8,4,188700
0,3,0.03332632218560845,1,3,1,4,1,5,2,0,2,5,5,1,1,0.085,3,4,1,2,3,3,0.17021276595744683,4,1,4,0.13300678221552373,0,0,2,0,3,1,3,6,0,6,3,0.0,5,5,2,0.0,0.0,0.0,0.0,0.0,7,8,4,124000
11,4,0.008282502512327934,1,3,3,4,0,0,2,4,2,7,5,3,1,0.01125,2,4,2,2,3,3,0.22504091653027825,0,1,4,0.20346646571213262,0,0,2,0,2,1,2,6,1,1,0,0.28067700987306066,4,4,2,0.16802800466744455,0.03656307129798903,0.0,0.0,0.0,4,8,4,178740
0,3,0.04359999065180303,1,3,3,4,0,12,2,0,2,7,5,0,2,0.0,3,2,1,3,1,1,0.20900163666121116,4,1,4,0.1776563677467973,1,0,1,0,2,1,3,6,1,1,2,0.3709449929478138,4,4,2,0.0,0.0,0.0,0.0,0.36666666666666664,3,8,4,167000
6,3,0.03823412559302624,1,3,3,4,0,12,0,0,5,5,7,1,3,0.14,3,4,1,3,3,3,0.11914893617021277,0,1,4,0.2467972871137905,0,0,1,1,3,1,2,6,2,1,2,0.22002820874471085,4,4,2,0.19603267211201866,0.0,0.0,0.0,0.0,5,8,4,146500
0,3,0.047339269438407064,1,0,3,4,0,16,2,0,2,8,5,1,3,0.155,2,4,2,2,3,3,0.2661211129296236,0,1,4,0.2449133383571967,0,0,2,0,3,1,2,6,1,1,1,0.6107193229901269,4,4,2,0.0,0.08043875685557587,0.0,0.0,0.0,4,8,4,250000
5,3,0.03735072097969104,1,0,3,0,0,20,7,0,5,6,5,1,1,0.075,2,4,2,2,3,3,0.13617021276595745,0,1,4,0.2592313489073097,0,0,2,1,3,1,2,6,0,1,1,0.35684062059238364,4,4,2,0.16802800466744455,0.12797074954296161,0.0,0.0,0.0,5,8,4,187000
11,3,0.02580102362756783,1,0,3,0,0,22,2,4,2,8,5,1,2,0.0,2,4,2,2,3,0,0.2435351882160393,4,1,4,0.22004521477015826,1,0,1,1,1,1,2,6,0,1,1,0.3723554301833568,4,4,2,0.0,0.09872029250457039,0.0,0.0,0.2916666666666667,5,8,4,212000
5,3,0.04978849704363271,1,3,3,4,0,14,3,0,5,7,6,4,2,0.0,3,4,1,2,3,3,0.13224222585924714,4,1,4,0.30802562170308967,0,0,2,1,3,1,3,6,1,1,1,0.37658674188998587,4,4,2,0.0,0.0,0.0,0.0,0.575,10,8,4,190000
13,4,0.011100983897730725,1,3,3,4,0,7,2,4,7,6,5,1,1,0.05,3,4,2,2,3,1,0.08952536824877251,0,1,4,0.13903541823662396,1,0,1,0,2,1,3,6,0,2,1,0.3702397743300423,4,4,2,0.0,0.051188299817184646,0.0,0.0,0.0,5,8,4,148000
0,3,0.0639276449554792,1,0,3,4,0,16,2,0,2,8,5,1,1,0.19,2,4,2,0,3,1,0.32340425531914896,0,1,4,0.30934438583270535,1,0,2,0,2,1,2,6,1,1,1,0.6403385049365303,4,4,2,0.2917152858809801,0.11517367458866545,0.0,0.0,0.0,6,6,5,440000
11,3,0.01883661688751782,1,3,3,4,0,22,2,4,2,8,5,1,2,0.0,2,4,2,2,3,0,0.24451718494271688,0,1,4,0.24830444611906555,1,0,2,0,2,1,0,6,0,1,1,0.3519040902679831,4,4,2,0.11201866977829637,0.08775137111517367,0.0,0.0,0.0,7,8,4,251000
0,3,0.0335600271097712,1,3,3,0,0,19,2,0,2,5,6,3,2,0.0,3,4,1,3,3,3,0.15875613747954176,4,1,4,0.11981914091936699,1,0,1,0,2,1,3,6,0,5,2,0.4400564174894217,4,4,2,0.0,0.043875685557586835,0.0,0.0,0.4,6,8,4,132500
0,3,0.05527121456449087,1,3,3,4,1,5,2,0,2,6,5,1,1,0.134375,3,4,2,2,3,1,0.24189852700491,0,1,4,0.2183496608892238,1,0,2,0,3,1,2,6,1,1,0,0.35825105782792666,4,4,2,0.16336056009334887,0.0712979890310786,0.0,0.0,0.0,3,8,4,208900
5,3,0.05792610250297974,1,3,3,4,0,16,2,0,5,9,5,3,1,0.4825,0,4,2,2,3,0,0.3523731587561375,0,1,4,0.4350037678975132,0,0,2,1,3,1,0,6,1,3,0,0.4894217207334274,4,4,2,0.4830805134189031,0.15356489945155394,0.0,0.0,0.0,2,8,4,380000
0,3,0.043642057538152326,1,3,3,4,0,5,2,0,2,8,5,3,3,0.21,2,4,2,0,3,1,0.279050736497545,0,1,4,0.2607385079125848,1,0,2,0,3,1,2,6,1,1,1,0.5825105782792666,4,4,2,0.24270711785297547,0.08043875685557587,0.0,0.0,0.0,8,8,4,297000
1,4,0.02161770548505457,1,3,0,4,0,17,2,0,2,4,7,3,0,0.27187500000000003,3,4,0,1,3,3,0.14844517184942718,4,1,4,0.1501507159005275,0,0,1,0,2,1,3,6,0,5,2,0.47390691114245415,4,4,2,0.0,0.1316270566727605,0.0,0.0,0.0,2,8,2,89471
0,3,0.06886349295379654,1,0,3,2,0,16,2,0,2,9,5,3,1,0.23625000000000002,2,4,2,0,3,1,0.30000000000000004,0,1,4,0.28560663149962323,1,0,2,0,3,1,2,6,1,1,0,0.5444287729196051,4,4,2,0.6056009334889147,0.20475319926873858,0.0,0.0,0.0,2,8,4,326000
0,3,0.04929304260440767,1,0,1,4,0,16,2,0,2,9,5,3,1,0.35125,2,4,2,0,3,1,0.2932896890343699,0,1,4,0.2746797287113791,1,0,2,0,2,1,0,6,1,1,0,0.616361071932299,4,4,2,0.24037339556592763,0.08957952468007313,0.0,0.0,0.0,7,8,4,374000
6,4,0.005608918179906049,1,3,3,0,0,17,2,0,5,7,8,1,2,0.0,2,4,2,3,3,3,0.14893617021276598,0,1,4,0.28108515448379806,1,0,1,1,4,1,0,3,1,1,2,0.1156558533145275,1,1,2,0.0,0.0,0.0,0.0,0.0,5,8,4,155000
11,4,0.014957115146416133,1,3,3,2,0,11,2,3,2,6,5,3,1,0.0725,3,4,2,0,3,3,0.19901800327332245,0,1,4,0.166164280331575,1,0,2,0,2,1,3,6,0,1,2,0.2834978843441467,4,4,2,0.0,0.22851919561243145,0.0,0.0,0.0,4,8,4,164000
0,3,0.03018532800486106,1,0,3,0,0,19,2,0,2,5,7,1,2,0.0,3,2,1,3,3,3,0.1635024549918167,2,1,4,0.12528259231348907,1,0,1,0,3,1,2,6,0,5,2,0.1861777150916784,4,4,2,0.0,0.2413162705667276,0.0,0.0,0.0,2,8,4,132500
0,3,0.03879501741101685,1,3,3,4,0,12,2,0,2,5,7,1,2,0.0,2,4,1,3,3,3,0.18216039279869067,2,1,4,0.14675960813865863,0,0,1,0,3,1,2,6,1,1,2,0.1861777150916784,4,4,2,0.0,0.14625228519195613,0.21739130434782608,0.0,0.0,6,8,4,147000
0,3,0.04201547126597957,1,3,3,4,0,12,2,0,2,5,7,3,1,0.105,3,4,1,3,3,3,0.1756137479541735,4,1,4,0.13922381311228335,1,0,1,1,3,1,3,6,0,1,1,0.3631875881523272,4,4,2,0.0,0.0,0.0,0.0,0.0,5,8,4,156000
0,3,0.05114865970225992,1,0,3,4,0,14,2,0,2,5,6,1,2,0.0,3,4,1,2,3,0,0.24288052373158758,2,1,4,0.21665410700828935,0,0,2,0,3,1,3,6,1,1,2,0.343441466854725,4,4,2,0.2613768961493582,0.0,0.0,0.0,0.375,1,8,4,175000
14,3,0.0444039355909229,1,3,3,0,0,17,2,1,0,5,4,1,2,0.0,3,1,1,3,0,3,0.15613747954173487,4,0,0,0.3918613413715147,0,0,2,0,3,2,3,4,1,1,2,0.36671368124118475,4,1,0,0.1656942823803967,0.0,0.0,0.0,0.0,4,3,4,160000
